date,home_team,away_team,home_score,away_score,tournament,neutral
2023-08-10,USA,Belgium,2,1,FIFA World Cup qualification,False
2023-08-12,USA,Spain,2,3,FIFA World Cup qualification,False
2023-08-14,USA,England,1,1,FIFA World Cup qualification,False
2023-08-16,Croatia,Argentina,2,1,FIFA World Cup qualification,False
2023-08-18,Croatia,Brazil,1,2,FIFA World Cup qualification,False
2023-08-20,Croatia,Mexico,1,1,FIFA World Cup qualification,False
2023-08-22,Croatia,France,1,0,FIFA World Cup qualification,False
2023-08-24,Croatia,Germany,3,1,FIFA World Cup qualification,False
2023-08-26,Croatia,Belgium,2,1,FIFA World Cup qualification,False
2023-08-28,Croatia,Spain,1,2,FIFA World Cup qualification,False
2023-08-30,Croatia,England,2,2,FIFA World Cup qualification,False
2023-09-01,Argentina,Brazil,2,2,FIFA World Cup qualification,False
2023-09-03,Argentina,Mexico,4,0,FIFA World Cup qualification,False
2023-09-05,Argentina,France,1,1,FIFA World Cup qualification,False
2023-09-05,France,South Korea,3,0,Friendly,False
2023-09-07,Argentina,Germany,1,0,FIFA World Cup qualification,False
2023-09-08,Portugal,Croatia,3,1,Friendly,False
2023-09-09,Argentina,Belgium,1,1,FIFA World Cup qualification,False
2023-09-11,Argentina,Spain,0,1,FIFA World Cup qualification,False
2023-09-11,USA,Germany,1,0,Friendly,False
2023-09-13,Argentina,England,2,4,FIFA World Cup qualification,False
2023-09-14,Uruguay,Argentina,0,2,Friendly,False
2023-09-15,Brazil,Mexico,1,0,FIFA World Cup qualification,False
2023-09-17,Brazil,France,1,0,FIFA World Cup qualification,False
2023-09-17,Japan,Belgium,0,3,Friendly,False
2023-09-19,Brazil,Germany,2,1,FIFA World Cup qualification,False
2023-09-20,Nigeria,Netherlands,1,2,Friendly,False
2023-09-21,Brazil,Belgium,3,1,FIFA World Cup qualification,False
2023-09-23,Brazil,Spain,3,1,FIFA World Cup qualification,False
2023-09-23,England,Mexico,2,0,Friendly,False
2023-09-25,Brazil,England,2,2,FIFA World Cup qualification,False
2023-09-26,Brazil,Spain,2,2,Friendly,False
2023-09-27,Mexico,France,1,3,FIFA World Cup qualification,False
2023-09-29,Mexico,Germany,3,1,FIFA World Cup qualification,False
2023-10-01,Mexico,Belgium,0,0,FIFA World Cup qualification,False
2023-10-03,Mexico,Spain,1,1,FIFA World Cup qualification,False
2023-10-05,Mexico,England,1,3,FIFA World Cup qualification,False
2023-10-07,France,Germany,3,0,FIFA World Cup qualification,False
2023-10-09,France,Belgium,3,0,FIFA World Cup qualification,False
2023-10-11,France,Spain,3,0,FIFA World Cup qualification,False
2023-10-13,France,England,1,2,FIFA World Cup qualification,False
2023-10-15,Germany,Belgium,1,2,FIFA World Cup qualification,False
2023-10-17,Germany,Spain,3,0,FIFA World Cup qualification,False
2023-10-19,Germany,England,4,0,FIFA World Cup qualification,False
2023-10-21,Belgium,Spain,0,1,FIFA World Cup qualification,False
2023-10-23,Belgium,England,1,3,FIFA World Cup qualification,False
2023-10-25,Spain,England,1,2,FIFA World Cup qualification,False
2024-03-01,Japan,Croatia,1,0,FIFA World Cup qualification,False
2024-03-03,Belgium,Croatia,1,2,FIFA World Cup qualification,False
2024-03-05,Argentina,Croatia,3,0,FIFA World Cup qualification,False
2024-03-07,France,Croatia,1,1,FIFA World Cup qualification,False
2024-03-09,Mexico,Croatia,2,2,FIFA World Cup qualification,False
2024-03-11,Netherlands,Croatia,2,2,FIFA World Cup qualification,False
2024-03-13,Portugal,Croatia,0,0,FIFA World Cup qualification,False
2024-03-15,Spain,Croatia,0,3,FIFA World Cup qualification,False
2024-03-17,USA,Croatia,3,1,FIFA World Cup qualification,False
2024-03-19,Germany,Croatia,1,1,FIFA World Cup qualification,False
2024-03-21,Uruguay,Croatia,2,1,FIFA World Cup qualification,False
2024-03-23,South Korea,Croatia,0,2,FIFA World Cup qualification,False
2024-03-25,England,Croatia,2,2,FIFA World Cup qualification,False
2024-03-27,Brazil,Croatia,2,0,FIFA World Cup qualification,False
2024-03-29,Nigeria,Croatia,1,3,FIFA World Cup qualification,False
2024-03-31,Belgium,Japan,3,1,FIFA World Cup qualification,False
2024-04-02,Argentina,Japan,5,0,FIFA World Cup qualification,False
2024-04-04,France,Japan,4,2,FIFA World Cup qualification,False
2024-04-06,Mexico,Japan,3,0,FIFA World Cup qualification,False
2024-04-08,Netherlands,Japan,4,0,FIFA World Cup qualification,False
2024-04-10,Portugal,Japan,4,1,FIFA World Cup qualification,False
2024-04-12,Spain,Japan,2,0,FIFA World Cup qualification,False
2024-04-14,USA,Japan,4,2,FIFA World Cup qualification,False
2024-04-16,Germany,Japan,2,0,FIFA World Cup qualification,False
2024-04-18,Uruguay,Japan,1,1,FIFA World Cup qualification,False
2024-04-20,South Korea,Japan,0,2,FIFA World Cup qualification,False
2024-04-22,England,Japan,2,0,FIFA World Cup qualification,False
2024-04-24,Brazil,Japan,8,1,FIFA World Cup qualification,False
2024-04-26,Nigeria,Japan,2,2,FIFA World Cup qualification,False
2024-04-28,Argentina,Belgium,0,0,FIFA World Cup qualification,False
2024-04-30,France,Belgium,2,0,FIFA World Cup qualification,False
2024-05-02,Mexico,Belgium,1,0,FIFA World Cup qualification,False
2024-05-04,Netherlands,Belgium,5,2,FIFA World Cup qualification,False
2024-05-06,Portugal,Belgium,3,1,FIFA World Cup qualification,False
2024-05-08,Spain,Belgium,2,0,FIFA World Cup qualification,False
2024-05-10,USA,Belgium,1,2,FIFA World Cup qualification,False
2024-05-12,Germany,Belgium,1,2,FIFA World Cup qualification,False
2024-05-14,Uruguay,Belgium,3,2,FIFA World Cup qualification,False
2024-05-16,South Korea,Belgium,1,3,FIFA World Cup qualification,False
2024-05-18,England,Belgium,0,4,FIFA World Cup qualification,False
2024-05-20,Brazil,Belgium,1,0,FIFA World Cup qualification,False
2024-05-22,Nigeria,Belgium,2,0,FIFA World Cup qualification,False
2024-05-24,France,Argentina,1,0,FIFA World Cup qualification,False
2024-05-26,Mexico,Argentina,0,0,FIFA World Cup qualification,False
2024-05-28,Netherlands,Argentina,2,2,FIFA World Cup qualification,False
2024-05-30,Portugal,Argentina,3,3,FIFA World Cup qualification,False
2024-06-01,Spain,Argentina,2,1,FIFA World Cup qualification,False
2024-06-03,USA,Argentina,0,2,FIFA World Cup qualification,False
2024-06-05,Germany,Argentina,2,3,FIFA World Cup qualification,False
2024-06-07,Uruguay,Argentina,1,2,FIFA World Cup qualification,False
2024-06-09,South Korea,Argentina,0,1,FIFA World Cup qualification,False
2024-06-11,England,Argentina,1,1,FIFA World Cup qualification,False
2024-06-13,Brazil,Argentina,2,1,FIFA World Cup qualification,False
2024-06-15,Nigeria,Argentina,1,0,FIFA World Cup qualification,False
2024-06-17,Mexico,France,2,3,FIFA World Cup qualification,False
2024-06-19,Netherlands,France,1,0,FIFA World Cup qualification,False
2024-06-21,Portugal,France,2,1,FIFA World Cup qualification,False
2024-06-23,Spain,France,1,0,FIFA World Cup qualification,False
2024-06-25,USA,France,0,2,FIFA World Cup qualification,False
2024-06-27,Germany,France,0,2,FIFA World Cup qualification,False
2024-06-29,Uruguay,France,0,3,FIFA World Cup qualification,False
2024-07-01,South Korea,France,1,0,FIFA World Cup qualification,False
2024-07-03,England,France,2,2,FIFA World Cup qualification,False
2024-07-05,Brazil,France,0,1,FIFA World Cup qualification,False
2024-07-07,Nigeria,France,1,2,FIFA World Cup qualification,False
2024-07-09,Netherlands,Mexico,2,0,FIFA World Cup qualification,False
2024-07-11,Portugal,Mexico,1,1,FIFA World Cup qualification,False
2024-07-13,Spain,Mexico,2,2,FIFA World Cup qualification,False
2024-07-15,USA,Mexico,1,0,FIFA World Cup qualification,False
2024-07-17,Germany,Mexico,2,0,FIFA World Cup qualification,False
2024-07-19,Uruguay,Mexico,3,2,FIFA World Cup qualification,False
2024-07-21,South Korea,Mexico,2,2,FIFA World Cup qualification,False
2024-07-23,England,Mexico,1,3,FIFA World Cup qualification,False
2024-07-25,Brazil,Mexico,1,2,FIFA World Cup qualification,False
2024-07-27,Nigeria,Mexico,0,2,FIFA World Cup qualification,False
2024-07-29,Portugal,Netherlands,2,0,FIFA World Cup qualification,False
2024-07-31,Spain,Netherlands,0,2,FIFA World Cup qualification,False
2024-08-02,USA,Netherlands,1,0,FIFA World Cup qualification,False
2024-08-04,Germany,Netherlands,1,0,FIFA World Cup qualification,False
2024-08-06,Uruguay,Netherlands,1,1,FIFA World Cup qualification,False
2024-08-08,South Korea,Netherlands,0,0,FIFA World Cup qualification,False
2024-08-10,England,Netherlands,2,2,FIFA World Cup qualification,False
2024-08-12,Brazil,Netherlands,0,0,FIFA World Cup qualification,False
2024-08-14,Nigeria,Netherlands,0,1,FIFA World Cup qualification,False
2024-08-16,Spain,Portugal,4,3,FIFA World Cup qualification,False
2024-08-18,USA,Portugal,1,2,FIFA World Cup qualification,False
2024-08-20,Germany,Portugal,2,1,FIFA World Cup qualification,False
2024-08-22,Uruguay,Portugal,1,1,FIFA World Cup qualification,False
2024-08-24,South Korea,Portugal,2,5,FIFA World Cup qualification,False
2024-08-26,England,Portugal,2,0,FIFA World Cup qualification,False
2024-08-28,Brazil,Portugal,1,1,FIFA World Cup qualification,False
2024-08-30,Nigeria,Portugal,1,2,FIFA World Cup qualification,False
2024-09-01,USA,Spain,3,0,FIFA World Cup qualification,False
2024-09-03,Germany,Spain,0,4,FIFA World Cup qualification,False
2024-09-05,Uruguay,Spain,3,1,FIFA World Cup qualification,False
2024-09-05,Argentina,Portugal,0,0,Friendly,False
2024-09-07,South Korea,Spain,1,2,FIFA World Cup qualification,False
2024-09-08,Japan,Mexico,1,3,Friendly,False
2024-09-09,England,Spain,1,3,FIFA World Cup qualification,False
2024-09-11,Brazil,Spain,3,1,FIFA World Cup qualification,False
2024-09-11,England,Spain,1,0,Friendly,False
2024-09-13,Nigeria,Spain,1,1,FIFA World Cup qualification,False
2024-09-14,France,USA,4,1,Friendly,False
2024-09-15,Germany,USA,2,0,FIFA World Cup qualification,False
2024-09-17,Uruguay,USA,8,4,FIFA World Cup qualification,False
2024-09-17,Germany,Belgium,0,0,Friendly,False
2024-09-19,South Korea,USA,3,3,FIFA World Cup qualification,False
2024-09-20,Brazil,Croatia,0,3,Friendly,False
2024-09-21,England,USA,1,1,FIFA World Cup qualification,False
2024-09-23,Brazil,USA,2,2,FIFA World Cup qualification,False
2024-09-23,Nigeria,South Korea,2,1,Friendly,False
2024-09-25,Nigeria,USA,1,0,FIFA World Cup qualification,False
2024-09-26,Uruguay,Netherlands,2,2,Friendly,False
2024-09-27,Uruguay,Germany,0,3,FIFA World Cup qualification,False
2024-09-29,South Korea,Germany,3,0,FIFA World Cup qualification,False
2024-10-01,England,Germany,0,2,FIFA World Cup qualification,False
2024-10-03,Brazil,Germany,2,0,FIFA World Cup qualification,False
2024-10-05,Nigeria,Germany,0,3,FIFA World Cup qualification,False
2024-10-07,South Korea,Uruguay,1,1,FIFA World Cup qualification,False
2024-10-09,England,Uruguay,3,1,FIFA World Cup qualification,False
2024-10-11,Brazil,Uruguay,3,1,FIFA World Cup qualification,False
2024-10-13,Nigeria,Uruguay,2,1,FIFA World Cup qualification,False
2024-10-15,England,South Korea,0,2,FIFA World Cup qualification,False
2024-10-17,Brazil,South Korea,4,0,FIFA World Cup qualification,False
2024-10-19,Nigeria,South Korea,1,1,FIFA World Cup qualification,False
2024-10-21,Brazil,England,1,1,FIFA World Cup qualification,False
2024-10-23,Nigeria,England,1,3,FIFA World Cup qualification,False
2024-10-25,Nigeria,Brazil,0,2,FIFA World Cup qualification,False
